hrg_code,hrg_description
KA09A,Thyroid Procedures with CC
KA09B,Thyroid Procedures without CC
KB01A,"Diabetes with Hypoglycaemic Disorders, 70 years and over"
KB01B,"Diabetes with Hypoglycaemic Disorders, 69 years and under"
KB02A,"Diabetes with Hyperglycaemic Disorders, 70 years and over with Major CC"
KB02B,"Diabetes with Hyperglycaemic Disorders, 70 years and over with Intermediate CC"
KB02C,"Diabetes with Hyperglycaemic Disorders, 70 years and over without CC"
KB02D,"Diabetes with Hyperglycaemic Disorders, 69 years and under with Major CC"
KB02E,"Diabetes with Hyperglycaemic Disorders, 69 years and under with Intermediate CC"
KB02F,"Diabetes with Hyperglycaemic Disorders, 69 years and under without CC"
KB03A,"Diabetes with Lower Limb Complications, with Major CC"
KB03B,"Diabetes with Lower Limb Complications, without Major CC"
KB04Z,Continuous Subcutaneous Insulin Infusion
KC04Z,Inborn Errors of Metabolism
KC05A,"Fluid and Electrolyte Disorders, 70 years and over with Major CC"
KC05B,"Fluid and Electrolyte Disorders, 70 years and over with Intermediate CC"
KC05C,"Fluid and Electrolyte Disorders, 70 years and over without CC"
KC05D,"Fluid and Electrolyte Disorders, 69 years and under with Major CC"
KC05E,"Fluid and Electrolyte Disorders, 69 years and under with Intermediate CC"
KC05F,"Fluid and Electrolyte Disorders, 69 years and under without CC"
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor"
LA01B,"Kidney Transplant, 18 years and under, from Cadaver Non Heart-Beating Donor"
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor"
LA02B,"Kidney Transplant, 18 years and under, from Cadaver Heart-Beating Donor"
LA03A,"Kidney Transplant, 19 years and over, from Live Donor"
LA03B,"Kidney Transplant, 18 years and under, from Live Donor"
LA04D,"Kidney or Urinary Tract Infections, with length of stay 2 days or more, with Major CC"
LA04E,"Kidney or Urinary Tract Infections, with length of stay 2 days or more, with Intermediate CC"
LA04F,"Kidney or Urinary Tract Infections, with length of stay 2 days or more, without CC"
LA04G,"Kidney or Urinary Tract Infections, with length of stay 1 day or less"
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures
LA07C,Acute Kidney Injury without CC
LA07D,"Acute Kidney Injury with Interventions, with Major CC"
LA07E,"Acute Kidney Injury without Interventions, with Major CC"
LA07F,"Acute Kidney Injury with Interventions, with Intermediate CC"
LA07G,"Acute Kidney Injury without Interventions, with Intermediate CC"
LA08A,"Chronic Kidney Disease with length of stay 2 days or more, with Major CC"
LA08B,"Chronic Kidney Disease with length of stay 2 days or more, with Intermediate CC"
LA08C,"Chronic Kidney Disease with length of stay 2 days or more, without CC"
LA08E,"Chronic Kidney Disease with length of stay 1 day or less, associated with Renal Dialysis"
LA08F,"Chronic Kidney Disease with length of stay 1 day or less, not associated with Renal Dialysis"
LA09E,"General Renal Disorders with length of stay 2 days or more, with Major CC"
LA09F,"General Renal Disorders with length of stay 2 days or more, with Intermediate CC"
LA09G,"General Renal Disorders with length of stay 2 days or more, without CC"
LA09H,General Renal Disorders with length of stay 1 day or less
LA10Z,Live Kidney Donor Screening
LA11Z,Kidney Pre-Transplantation Work-up of Live Donor
LA12A,Kidney Pre-Transplantation Work-up of Recipient 19 years and over
LA12B,Kidney Pre-Transplantation Work-up of Recipient 18 years and under
LA13A,Examination for Post-Transplantation of Kidney of Recipient 19 years and over
LA13B,Examination for Post-Transplantation of Kidney of Recipient 18 years and under
LA14Z,Examination for Post-Transplantation of Kidney of Live Donor
LB01A,Percutaneous Nephrostomy with CC
LB01B,Percutaneous Nephrostomy without CC
LB05A,"Intermediate Percutaneous Kidney or Ureter Procedures, 19 years and over, with Major CC"
LB05B,"Intermediate Percutaneous Kidney or Ureter Procedures, 19 years and over, with Intermediate CC"
LB05C,"Intermediate Percutaneous Kidney or Ureter Procedures, 19 years and over, without CC"
LB05D,"Intermediate Percutaneous Kidney or Ureter Procedures, 18 years and under"
LB06D,"Kidney, Urinary Tract or Prostate Neoplasms, with length of stay 2 days or more, with Major CC"
LB06E,"Kidney, Urinary Tract or Prostate Neoplasms, with length of stay 2 days or more, with Intermediate CC"
LB06F,"Kidney, Urinary Tract or Prostate Neoplasms, with length of stay 2 days or more, without CC"
LB06G,"Kidney, Urinary Tract or Prostate Neoplasms, with length of stay 1 day or less"
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over"
LB10A,"Major Open Bladder Procedures or Reconstruction, 19 years and over"
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under"
LB12Z,Intermediate Open Bladder Procedures
LB13A,Major Endoscopic Bladder Procedures with CC
LB13B,Major Endoscopic Bladder Procedures without CC
LB14Z,Intermediate Endoscopic Bladder Procedures
LB15D,"Minor Bladder Procedures, 18 years and under"
LB15E,"Minor Bladder Procedures, 19 years and over"
LB16A,"Urinary Incontinence or Other Urinary Problems, with Major CC"
LB16B,"Urinary Incontinence or Other Urinary Problems, with Intermediate CC"
LB16C,"Urinary Incontinence or Other Urinary Problems, without CC"
LB17Z,Introduction of Therapeutic Substance into Bladder
LB18Z,Attention to Suprapubic Bladder Catheter
LB19A,"Ureteric or Bladder Disorders, with CC"
LB19B,"Ureteric or Bladder Disorders, without CC"
LB20A,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with CC"
LB20B,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without CC"
LB21Z,Major Open Prostate or Bladder Neck Procedures (Male)
LB22Z,Major Laparoscopic Prostate or Bladder Neck Procedures (Male)
LB25A,Transurethral Prostate Resection Procedures with Major CC
LB25B,Transurethral Prostate Resection Procedures with Intermediate CC
LB25C,Transurethral Prostate Resection Procedures without CC
LB26Z,Intermediate Endoscopic Prostate or Bladder Neck Procedures (Male and Female)
LB27Z,Minor Endoscopic Prostate or Bladder Neck Procedures (Male)
LB28A,Non-Malignant Prostate Disorders with CC
LB28B,Non-Malignant Prostate Disorders without CC
LB29A,"Major Open Urethra Procedures, 19 years and over"
LB29C,"Major Open Urethra Procedures, between 2 and 18 years"
LB29D,"Major Open Urethra Procedures, 1 year and under"
LB33Z,Vasectomy Procedures
LB35A,"Scrotum, Testis or Vas Deferens Disorders with CC"
LB35B,"Scrotum, Testis or Vas Deferens Disorders without CC"
LB36Z,Extracorporeal Lithotripsy
LB37A,Miscellaneous Urinary Tract Findings with CC
LB37B,Miscellaneous Urinary Tract Findings without CC
LB38A,Unspecified Haematuria with Major CC
LB38B,Unspecified Haematuria without Major CC
LB39A,"Cystectomy with Urinary Diversion and Reconstruction, with CC"
LB39B,"Cystectomy with Urinary Diversion and Reconstruction, without CC"
LB40A,Urinary Tract Stone Disease with CC
LB40B,Urinary Tract Stone Disease without CC
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over"
LB42B,"Dynamic Studies of Urinary Tract, between 2 and 18 years"
LB42C,"Dynamic Studies of Urinary Tract, 1 year and under"
LB43Z,Treatment of Erectile Dysfunction
LB46Z,Live Donation of Kidney
LB47Z,Major Open Penis Procedures
LB48Z,Intermediate Open Penis Procedures
LB49Z,High Intensity Focused Ultrasound (Male and Female)
LB50Z,Implantation of Artificial Urinary Sphincter (Male and Female)
LB51Z,Vaginal Tape Operations for Urinary Incontinence
LB52Z,"Major Open Scrotum, Testis or Vas Deferens Procedures"
LB53A,"Intermediate Open Scrotum, Testis or Vas Deferens Procedures, 19 years and over"
LB53B,"Intermediate Open Scrotum, Testis or Vas Deferens Procedures, 18 years and under"
LB54A,"Minor Scrotum, Testis or Vas Deferens Procedures, 19 years and over"
LB54C,"Minor Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years"
LB54D,"Minor Scrotum, Testis or Vas Deferens Procedures, 1 year and under"
LB55A,"Minor or Intermediate Urethra Procedures, 19 years and over"
LB55B,"Minor or Intermediate Urethra Procedures, 18 years and under"
LB56A,"Minor Penis Procedures, 19 years and over"
LB56C,"Minor Penis Procedures, between 2 and 18 years"
LB56D,"Minor Penis Procedures, 1 year and under"
LB57A,Urethral Disorders with CC
LB57B,Urethral Disorders without CC
LB58A,Penile Disorders with CC
LB58B,Penile Disorders without CC
LB59Z,Major Open or Laparoscopic Bladder Neck Procedures (Female)
LB60A,"Complex Open or Laparoscopic, Kidney or Ureter Procedures, with Major CC"
LB60B,"Complex Open or Laparoscopic, Kidney or Ureter Procedures, without Major CC"
LB61A,"Major Open Kidney or Ureter Procedures, 19 years and over with Major CC"
LB61B,"Major Open Kidney or Ureter Procedures, 19 years and over without Major CC"
LB62A,"Major Laparoscopic Kidney or Ureter Procedures, 19 years and over with CC"
LB62B,"Major Laparoscopic Kidney or Ureter Procedures, 19 years and over without CC"
LB63A,"Major Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under with CC"
LB63B,"Major Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under without CC"
LB64A,"Complex Endoscopic Kidney or Ureter Procedures, 19 years and over with Major CC"
LB64B,"Complex Endoscopic Kidney or Ureter Procedures, 19 years and over without Major CC"
LB65A,"Major Endoscopic Kidney or Ureter Procedures, 19 years and over with Major CC"
LB65B,"Major Endoscopic Kidney or Ureter Procedures, 19 years and over without Major CC"
LB66Z,"Complex or Major Endoscopic, Kidney or Ureter Procedures, 18 years and under"
LB67A,Complex Open Bladder Procedures with Major CC
LB67B,Complex Open Bladder Procedures without Major CC
LB68Z,Complex Endoscopic Bladder Procedures
LB69Z,Major Robotic Prostate or Bladder Neck Procedures (Male)
LB70A,Complex Endoscopic Prostate or Bladder Neck Procedures (Male and Female) with CC
LB70B,Complex Endoscopic Prostate or Bladder Neck Procedures (Male and Female) without CC
LB71Z,Total Pelvic Exenteration
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under"
LB73Z,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence
LB74Z,Implantation of Penile Prosthesis
LD01A,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over"
LD01B,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under"
LD02A,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over"
LD02B,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under"
LD03A,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-borne Virus, 19 years and over"
LD03B,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-borne Virus, 18 years and under"
LD04A,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-borne Virus, 19 years and over"
LD04B,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-borne Virus, 18 years and under"
LD05A,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over"
LD05B,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under"
LD06A,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over"
LD06B,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under"
LD07A,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-borne Virus, 19 years and over"
LD07B,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-borne Virus, 18 years and under"
LD08A,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-borne Virus, 19 years and over"
LD08B,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-borne Virus, 18 years and under"
LD09A,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over"
LD09B,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under"
LD10A,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over"
LD10B,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under"
LD11A,"Continuous Ambulatory Peritoneal Dialysis, 19 years and over"
LD11B,"Continuous Ambulatory Peritoneal Dialysis, 18 years and under"
LD12A,"Automated Peritoneal Dialysis, 19 years and over"
LD12B,"Automated Peritoneal Dialysis, 18 years and under"
LD13A,"Assisted Automated Peritoneal Dialysis, 19 years and over"
LD13B,"Assisted Automated Peritoneal Dialysis, 18 years and under"
MA01Z,Complex Open Upper or Lower Genital Tract Procedures
MA02Z,Very Major Open Upper or Lower Genital Tract Procedures
MA03A,Major Open Lower Genital Tract Procedures with CC
MA03B,Major Open Lower Genital Tract Procedures without CC
MA04A,Intermediate Open Lower Genital Tract Procedures with CC
MA04B,Intermediate Open Lower Genital Tract Procedures without CC
MA06Z,"Major Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy"
MA07C,Major Open Upper Genital Tract Procedures with Major CC
MA07D,Major Open Upper Genital Tract Procedures without Major CC
MA08Z,"Major Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA09Z,"Intermediate Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA10Z,"Minor Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA11Z,Intermediate Open Upper Genital Tract Procedures
MA12Z,Resection or Ablation Procedures for Intra-uterine Lesions
MA17C,"Dilation and Evacuation, less than 14 weeks gestation"
MA17D,"Dilation and Evacuation, 14 to 20 weeks gestation"
MA18C,"Medical Termination of Pregnancy, less than 14 weeks gestation"
MA18D,"Medical Termination of Pregnancy, 14 to 20 weeks gestation"
MA19A,"Vacuum Aspiration with Cannula, less than 14 weeks gestation"
MA19B,"Vacuum Aspiration with Cannula, 14 to 20 weeks gestation"
MA20Z,"Medical or Surgical Termination of Pregnancy, over 20 weeks gestation"
MA21Z,Diagnostic Hysteroscopy
MA22Z,Minor Lower Genital Tract Procedures Category 1
MA23Z,Minor Lower Genital Tract Procedures Category 2
MA24Z,Minor Upper Genital Tract Procedures Category 1
MA25Z,Minor Upper Genital Tract Procedures Category 2
MA26Z,"Complex Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy"
MA27Z,Minor Upper or Lower Genital Tract Procedures for Malignancy
MA28Z,"Complex Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures
MB01A,Lower Genital Tract Disorders with CC
MB01B,Lower Genital Tract Disorders without CC
MB02Z,Genital Prolapse or Incontinence
MB03A,"Uterus Disorders (including Fibroids), Menstrual Disorders or Endometriosis, with CC"
MB03B,"Uterus Disorders (including Fibroids), Menstrual Disorders or Endometriosis, without CC"
MB04A,"Ovary, Fallopian Tube or Pelvic Disorders, with CC"
MB04B,"Ovary, Fallopian Tube or Pelvic Disorders, without CC"
MB05A,Gynaecological Malignancy with length of stay 1 day or more
MB05B,Gynaecological Malignancy with length of stay 0 days
MB06Z,Other Gynaecological Conditions
MB07Z,Gynaecological Fistula Conditions
MB08Z,Threatened or Spontaneous Miscarriage
MC06Z,Collection of Sperm
MC07Z,Intra-uterine Insemination with Superovulation
MC08Z,"Intra-uterine Insemination with Superovulation, with Donor"
MC09Z,Intra-uterine Insemination without Superovulation
MC10Z,"Intra-uterine Insemination without Superovulation, with Donor"
MC11Z,Implantation of Embryo
MC12Z,Oocyte Recovery
MC13Z,Donor Oocyte Recovery
MC14Z,Oocyte Recovery with Intracytoplasmic Sperm Injection
MC15Z,Oocyte Recovery with Pre-Implantation Genetic Diagnosis
NZ10Z,Diagnostic or Therapeutic Procedures on Fetus
NZ11A,Normal Delivery with CC
NZ11B,Normal Delivery without CC
NZ11C,"Normal Delivery with Epidural, with CC"
NZ11D,"Normal Delivery with Epidural, without CC"
NZ11E,"Normal Delivery with Induction, with CC"
NZ11F,"Normal Delivery with Induction, without CC"
NZ11G,Normal Delivery with Post-partum Surgical Intervention
NZ12A,Assisted Delivery with CC
NZ12B,Assisted Delivery without CC
NZ12C,"Assisted Delivery with Epidural, with CC"
NZ12D,"Assisted Delivery with Epidural, without CC"
NZ12E,"Assisted Delivery with Induction, with CC"
NZ12F,"Assisted Delivery with Induction, without CC"
NZ12G,Assisted Delivery with Post-partum Surgical Intervention
NZ13A,Planned Lower Uterine Caesarean Section with CC
NZ13B,Planned Lower Uterine Caesarean Section without CC
NZ14A,"Emergency or Upper Uterine Caesarean Section, with CC"
NZ14B,"Emergency or Upper Uterine Caesarean Section, without CC"
NZ15Z,"Caesarean Section with Eclampsia, Pre-eclampsia or Placenta Praevia"
NZ16Z,Ante-natal Routine Observation
NZ17Z,Ante-natal False Labour including Premature Rupture of Membranes
NZ18Z,Ante-natal Complex Disorders
NZ19Z,Ante-natal Major Disorders
NZ20Z,Ante-natal Other Disorders
NZ21Z,Ante-natal Standard Ultrasound Scan
NZ22Z,Ante-natal Specialised Ultrasound Scan
NZ23Z,Ante-natal Diagnostic Procedures
NZ24Z,Ante-natal Therapeutic Procedures including Induction
NZ25Z,Labour without Specified Delivery
NZ26Z,Post-natal Disorders
NZ27Z,Post-natal Therapeutic Procedures
PA01A,Nervous System Disorders with CC
PA01B,Nervous System Disorders without CC
PA02A,Epilepsy Syndrome with CC
PA02B,Epilepsy Syndrome without CC
PA03A,"Febrile Convulsions, under 1 year"
PA03B,"Febrile Convulsions, 1 year and over"
PA04A,"Headaches and Migraines, with CC"
PA04B,"Headaches and Migraines, without CC"
PA05A,Developmental Disorders with length of stay 1 day or less
PA05B,Developmental Disorders with length of stay between 2 and 7 days
PA05C,Developmental Disorders with length of stay 8 days or more
PA06Z,Head Injury with Intracranial Injury
PA07A,"Head Injury without Intracranial Injury, with CC"
PA07B,"Head Injury without Intracranial Injury, without CC"
PA08A,"Intermediate Injury without Intracranial Injury, with CC"
PA08B,"Intermediate Injury without Intracranial Injury, without CC"
PA11Z,Acute Upper Respiratory Tract Infection and Common Cold
PA12Z,Asthma or Wheezing
PA13C,Cystic Fibrosis with length of stay 0 days
PA13D,Cystic Fibrosis with length of stay between 1 and 7 days
PA13E,Cystic Fibrosis with length of stay between 8 and 14 days
PA13F,Cystic Fibrosis with length of stay 15 days or more
PA14C,"Lower Respiratory Tract Disorders without Acute Bronchiolitis, with length of stay 1 day or more, with CC"
PA14D,"Lower Respiratory Tract Disorders without Acute Bronchiolitis, with length of stay 1 day or more, without CC"
PA14E,"Lower Respiratory Tract Disorders without Acute Bronchiolitis, with length of stay 0 days"
PA15A,Acute Bronchiolitis with CC
PA15B,Acute Bronchiolitis without CC
PA16A,Major Infections with CC
PA16B,Major Infections without CC
PA17A,Intermediate Infections with CC
PA17B,Intermediate Infections without CC
PA18A,Minor Infections with CC
PA18B,Minor Infections without CC
PA19A,Viral Infections with length of stay 1 day or less
PA19B,Viral Infections with length of stay 2 days or more
PA20A,Fever Unspecified with CC
PA20B,Fever Unspecified without CC
PA21A,"Infectious or Non-Infectious Gastroenteritis, with CC"
PA21B,"Infectious or Non-Infectious Gastroenteritis, without CC"
PA22Z,Chest Pain
PA23A,Cardiac Conditions with CC
PA23B,Cardiac Conditions without CC
PA24Z,Arrhythmia or Conduction Disorders
PA25A,Major Gastrointestinal Disorders with CC
PA25B,Major Gastrointestinal Disorders without CC
PA26A,Other Gastrointestinal Disorders with CC
PA26B,Other Gastrointestinal Disorders without CC
PA27Z,Inflammatory Bowel Disease
PA28A,"Feeding Difficulties and Vomiting, with CC"
PA28B,"Feeding Difficulties and Vomiting, without CC"
PA29Z,Abdominal Pain
PA30A,Faltering Growth (Failure to Thrive) with CC
PA30B,Faltering Growth (Failure to Thrive) without CC
PA31Z,Major Injury without Intracranial Injury
PA32A,"Minor Injury without Intracranial Injury, with CC"
PA32B,"Minor Injury without Intracranial Injury, without CC"
PA34A,"Musculoskeletal or Connective Tissue Disorders, with CC"
PA34B,"Musculoskeletal or Connective Tissue Disorders, without CC"
PA35A,Skin Disorders with CC
PA35B,Skin Disorders without CC
PA36Z,"Endocrine Disorders, excluding Diabetes Mellitus"
PA38C,"Renal Disease with Renal Failure, with length of stay 0 days"
PA38D,"Renal Disease with Renal Failure, with length of stay 1 day or more"
PA40A,"Acute Lymphoblastic Leukaemia with length of stay 1 day or more, with CC"
PA40B,"Acute Lymphoblastic Leukaemia with length of stay 1 day or more, without CC"
PA41Z,Other Haematological Malignancies with length of stay 1 day or more
PA42Z,Brain Tumours with length of stay 1 day or more
PA43A,"Other Neoplasms with length of stay 1 day or more, with CC"
PA43B,"Other Neoplasms with length of stay 1 day or more, without CC"
PA44Z,Neoplasm Diagnoses with length of stay 0 days
PA45Z,Febrile Neutropenia with Malignancy
PA46Z,Paediatric Thalassaemia
PA47Z,Sickle-cell Anaemia with Crisis
PA48A,Blood Cell Disorders with CC
PA48B,Blood Cell Disorders without CC
PA49Z,Coagulation Disorders
PA50Z,Ingestion Poisoning or Allergies
PA51Z,Child Safeguarding (welfare and protection)
PA52A,Behavioural Disorders with length of stay 1 day or less
PA52B,Behavioural Disorders with length of stay between 2 and 7 days
PA52C,Behavioural Disorders with length of stay 8 days or more
PA53A,Eating Disorders with length of stay less than 8 days
PA53B,Eating Disorders with length of stay 8 days or more
PA54Z,Convalescent or other Relief Care
PA55Z,Respite Care
PA56A,"Paediatric Admission for Unexplained Symptoms, with CC"
PA56B,"Paediatric Admission for Unexplained Symptoms, without CC"
PA57Z,"Examination, Follow-up, Special Screening or other Admissions, with length of stay 1 day or more"
PA58Z,"Examination, Follow-up, Special Screening or other Admissions, with length of stay 0 days"
PA59C,"Major Congenital Conditions, under 1 year, with CC"
PA59D,"Major Congenital Conditions, under 1 year, without CC"
PA59E,"Major Congenital Conditions, 1 year and over, with CC"
PA59F,"Major Congenital Conditions, 1 year and over, without CC"
PA60C,"Other Congenital Conditions, under 1 year, with CC"
PA60D,"Other Congenital Conditions, under 1 year, without CC"
PA60E,"Other Congenital Conditions, 1 year and over, with CC"
PA60F,"Other Congenital Conditions, 1 year and over, without CC"
PA62Z,Syncope and Collapse
PA63A,"Head, Neck and Ear Disorders with length of stay 0 days"
PA63B,"Head, Neck and Ear Disorders with length of stay 1 day or more, with CC"
PA63C,"Head, Neck and Ear Disorders with length of stay 1 day or more, without CC"
PA64A,Non-Surgical Ophthalmology with length of stay 0 days
PA64B,"Non-Surgical Ophthalmology with length of stay 1 day or more, with CC"
PA64C,"Non-Surgical Ophthalmology with length of stay 1 day or more, without CC"
PA65A,Upper Respiratory Tract Disorders with length of stay 0 days
PA65B,"Upper Respiratory Tract Disorders with length of stay 1 day or more, with CC"
PA65C,"Upper Respiratory Tract Disorders with length of stay 1 day or more, without CC"
PA66Z,Rash or Other Non-Specific Skin Eruption
PA67Z,"Diabetes Mellitus, with Ketoacidosis or Coma"
PA68Z,"Diabetes Mellitus, without Ketoacidosis or Coma"
PA69Z,Nephritic and Nephrotic Renal Diseases
PA70Z,Other Renal Diseases
PA71Z,Paediatric Hepatobiliary or Pancreatic Disorders
PA72Z,Metabolic Disorders
PB01Z,Major Neonatal Diagnoses
PB02Z,Minor Neonatal Diagnoses
PB03Z,Healthy Baby
QZ01A,"Aortic or Abdominal Surgery, with CC"
QZ01B,"Aortic or Abdominal Surgery, without CC"
QZ02A,Lower Limb Arterial Surgery with CC
QZ02B,Lower Limb Arterial Surgery without CC
QZ03Z,Bypasses to Tibial Arteries
QZ04Z,Extracranial or Upper Limb Arterial Surgery
QZ05A,Miscellaneous Vascular Procedures with CC
QZ05B,Miscellaneous Vascular Procedures without CC
QZ11A,Amputations with Major CC
QZ11B,Amputations without Major CC
QZ12Z,"Foot Procedures for Diabetes or Arterial Disease, or Procedures to Amputation Stumps"
QZ13A,"Vascular Access for Renal Replacement Therapy, with CC"
QZ13B,"Vascular Access for Renal Replacement Therapy, without CC"
QZ14A,"Vascular Access except for Renal Replacement Therapy, with CC"
QZ14B,"Vascular Access except for Renal Replacement Therapy, without CC"
QZ15A,Therapeutic Endovascular Procedures with Major CC
QZ15B,Therapeutic Endovascular Procedures with Intermediate CC
QZ15C,Therapeutic Endovascular Procedures without CC
QZ16A,"Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures, with Major CC"
QZ16B,"Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures, with Intermediate CC"
QZ16C,"Diagnostic Vascular Radiology or other Transluminal Diagnostic Procedures, without CC"
QZ17A,Non-Surgical Peripheral Vascular Disease with Major CC
QZ17B,Non-Surgical Peripheral Vascular Disease with Intermediate CC
QZ17C,Non-Surgical Peripheral Vascular Disease without CC
QZ19Z,Blood Vessel Injury with No Significant Procedure
QZ20Z,Deep Vein Thrombosis
QZ21A,Re-do Varicose Vein Procedures with CC (includes Ulceration)
QZ21B,"Re-do Varicose Vein Procedures, without CC"
QZ22A,Primary Varicose Vein Procedures with CC (includes Ulceration)
QZ22B,"Primary Varicose Vein Procedures, without CC"
QZ23Z,Thoracoabdominal Aneurysm Repair
RA01A,"Magnetic Resonance Imaging Scan, one area, no contrast, 19 years and over"
RA01B,"Magnetic Resonance Imaging Scan, one area, no contrast, 6 to 18 years"
RA01C,"Magnetic Resonance Imaging Scan, one area, no contrast, 5 years and under"
RA02A,"Magnetic Resonance Imaging Scan, one area, post contrast only, 19 years and over"
RA02B,"Magnetic Resonance Imaging Scan, one area, post contrast only, 6 to 18 years"
RA02C,"Magnetic Resonance Imaging Scan, one area, post contrast only, 5 years and under"
RA03Z,"Magnetic Resonance Imaging Scan, one area, pre and post contrast"
RA04Z,"Magnetic Resonance Imaging Scan, two to three areas, no contrast"
RA05Z,"Magnetic Resonance Imaging Scan, two to three areas, with contrast"
RA06Z,"Magnetic Resonance Imaging Scan, more than three areas"
RA07Z,"Magnetic Resonance Imaging Scan, requiring extensive patient repositioning and/or more than one contrast agent"
RA08A,"Computerised Tomography Scan, one area, no contrast, 19 years and over"
RA08B,"Computerised Tomography Scan, one area, no contrast, 6 to 18 years"
RA08C,"Computerised Tomography Scan, one area, no contrast, 5 years and under"
RA09A,"Computerised Tomography Scan, one area, with post contrast only, 19 years and over"
RA09B,"Computerised Tomography Scan, one area, with post contrast only, 6 to 18 years"
RA09C,"Computerised Tomography Scan, one area, with post contrast only, 5 years and under"
RA10Z,"Computerised Tomography Scan, one area, pre and post contrast"
RA11Z,"Computerised Tomography Scan, two areas without contrast"
RA12Z,"Computerised Tomography Scan, two areas with contrast"
RA13Z,"Computerised Tomography Scan, three areas with contrast"
RA14Z,"Computerised Tomography Scan, more than three areas"
RA15Z,Dexa Scan
RA16Z,"Contrast Fluoroscopy Procedures, less than 20 minutes"
RA17Z,"Contrast Fluoroscopy Procedures, 20 to 40 minutes"
RA18Z,"Contrast Fluoroscopy Procedures, more than 40 minutes"
RA19Z,"Mobile or Intraoperative, Contrast Fluoroscopy Procedures, less than 20 minutes"
RA20Z,"Mobile or Intraoperative, Contrast Fluoroscopy Procedures, 20 to 40 minutes"
RA21Z,"Mobile or Intraoperative, Contrast Fluoroscopy Procedures, more than 40 minutes"
RA23Z,"Ultrasound Scan, less than 20 minutes"
RA24Z,"Ultrasound Scan, 20 minutes and over"
RA25Z,"Ultrasound Mobile Scan or Intraoperative Procedures, less than 20 minutes"
RA26Z,"Ultrasound Mobile Scan or Intraoperative Procedures, 20 to 40 minutes"
RA27Z,"Ultrasound Mobile Scan or Intraoperative Procedures, more than 40 minutes"
RA35Z,"Nuclear Medicine, Category 1"
RA36Z,"Nuclear Medicine, Category 2"
RA37Z,"Nuclear Medicine, Category 3"
RA38Z,"Nuclear Medicine, Category 4"
RA39Z,"Nuclear Medicine, Category 5"
RA40Z,"Nuclear Medicine, Category 6"
RA42Z,"Nuclear Medicine, Category 8"
