hrg_code,hrg_description
JA39Z,Bilateral Major Breast Procedures with Lymph Node Clearance
JA40Z,Unilateral Therapeutic Mammoplasty
JA41Z,Bilateral Therapeutic Mammoplasty
JA42Z,Bilateral Intermediate Breast Procedures
JA43A,Unilateral Intermediate Breast Procedures with CC Score 3+
JA43B,Unilateral Intermediate Breast Procedures with CC Score 0-2
JA44Z,Bilateral Minor Breast Procedures
JA45Z,Unilateral Minor Breast Procedures
JB40A,"Treatment of Burn, with Severity Score 10+, with Intervention Score 2+, 16 years and over"
JB40B,"Treatment of Burn, with Severity Score 10+, with Intervention Score 0-1, 16 years and over"
JB41A,"Treatment of Burn, with Severity Score 8-9, with Intervention Score 2+, 16 years and over"
JB41B,"Treatment of Burn, with Severity Score 8-9, with Intervention Score 0-1, 16 years and over"
JB42A,"Treatment of Burn, with Severity Score 7, with Intervention Score 2+, 16 years and over"
JB42B,"Treatment of Burn, with Severity Score 7, with Intervention Score 1, 16 years and over"
JB42C,"Treatment of Burn, with Severity Score 7, with Intervention Score 0, 16 years and over"
JB43Z,"Treatment of Burn, with Severity Score 5-6, with Intervention Score 2+, 16 years and over"
JB44A,"Treatment of Burn, with Severity Score 6, with Intervention Score 1, 16 years and over"
JB44B,"Treatment of Burn, with Severity Score 6, with Intervention Score 0, 16 years and over"
JB45A,"Treatment of Burn, with Severity Score 5, with Intervention Score 1, 16 years and over"
JB45B,"Treatment of Burn, with Severity Score 5, with Intervention Score 0, 16 years and over"
JB46A,"Treatment of Burn, with Severity Score 4, with Intervention Score 1+, 16 years and over"
JB46B,"Treatment of Burn, with Severity Score 4, with Intervention Score 0, 16 years and over"
JB47A,"Treatment of Burn, with Severity Score 3, with Intervention Score 1+, 16 years and over"
JB47B,"Treatment of Burn, with Severity Score 3, with Intervention Score 0, 16 years and over"
JB48A,"Treatment of Burn, with Severity Score 2, with Intervention Score 1+, 16 years and over"
JB48B,"Treatment of Burn, with Severity Score 2, with Intervention Score 0, 16 years and over"
JB49Z,"Treatment of Burn, with Severity Score 1, 16 years and over"
JB50A,"Treatment of Burn, with Severity Score 8+, with Intervention Score 2+, 15 years and under"
JB50B,"Treatment of Burn, with Severity Score 8+, with Intervention Score 0-1, 15 years and under"
JB51A,"Treatment of Burn, with Severity Score 6-7, with Intervention Score 1+, 15 years and under"
JB51B,"Treatment of Burn, with Severity Score 6-7, with Intervention Score 0, 15 years and under"
JB52Z,"Treatment of Burn, with Severity Score 4-5, with Intervention Score 1+, 15 years and under"
JB53Z,"Treatment of Burn, with Severity Score 5, with Intervention Score 0, 15 years and under"
JB54Z,"Treatment of Burn, with Severity Score 4, with Intervention Score 0, 15 years and under"
JB55Z,"Treatment of Burn, with Severity Score 2-3, with Intervention Score 1+, 15 years and under"
JB56Z,"Treatment of Burn, with Severity Score 3, with Intervention Score 0, 15 years and under"
JB57Z,"Treatment of Burn, with Severity Score 2, with Intervention Score 0, 15 years and under"
JB58Z,"Treatment of Burn, with Severity Score 1, 15 years and under"
JB60A,"Treatment of Unspecified Degree of Burn, 16 years and over"
JB60B,"Treatment of Unspecified Degree of Burn, 15 years and under"
JB61A,"Treatment of Burn where Patient Transferred or Died in 2 days or less, 16 years and over"
JB61B,"Treatment of Burn where Patient Transferred or Died in 2 days or less, 15 years and under"
JB70A,"Debridement of Burn, 16 years and over"
JB70B,"Debridement of Burn, 15 years and under"
JB71A,"Cleansing and Dressing of Burn, 16 years and over"
JB71B,"Cleansing and Dressing of Burn, 15 years and under"
JC40Z,Multiple Major Skin Procedures
JC41Z,Major Skin Procedures
JC42C,"Intermediate Skin Procedures, 19 years and over"
JC42D,"Intermediate Skin Procedures, 18 years and under"
JC43C,"Minor Skin Procedures, 19 years and over"
JC43D,"Minor Skin Procedures, 18 years and under"
JC44Z,Complex Patch Tests
JC45A,"Standard Patch Tests, 13 years and over"
JC45B,"Standard Patch Tests, 12 years and under"
JC46Z,Photodynamic Therapy
JC47Z,Phototherapy or Photochemotherapy
JD07A,"Skin Disorders with Interventions, with CC Score 12+"
JD07B,"Skin Disorders with Interventions, with CC Score 8-11"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7"
JD07D,"Skin Disorders with Interventions, with CC Score 0-3"
JD07E,"Skin Disorders without Interventions, with CC Score 19+"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1"
KA03C,Parathyroid Procedures with CC Score 2+
KA03D,Parathyroid Procedures with CC Score 0-1
KA04A,Adrenal Procedures with CC Score 2+
KA04B,Adrenal Procedures with CC Score 0-1
KA05C,Anterior Pituitary Disorders with CC Score 2+
KA05D,Anterior Pituitary Disorders with CC Score 0-1
KA06C,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 4+"
KA06D,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 2-3"
KA06E,"Non-Pituitary Neoplasia or Hypoplasia, with CC Score 0-1"
KA07A,Non-Surgical Thyroid Disorders with CC Score 4+
KA07B,Non-Surgical Thyroid Disorders with CC Score 2-3
KA07C,Non-Surgical Thyroid Disorders with CC Score 0-1
KA08A,Other Endocrine Disorders with CC Score 4+
KA08B,Other Endocrine Disorders with CC Score 2-3
KA08C,Other Endocrine Disorders with CC Score 0-1
KA09C,Thyroid Procedures with CC Score 4+
KA09D,Thyroid Procedures with CC Score 2-3
KA09E,Thyroid Procedures with CC Score 0-1
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+"
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7"
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4"
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2"
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+"
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4"
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1"
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+"
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8"
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4"
KB04Z,Continuous Subcutaneous Insulin Infusion
KC04A,Inborn Errors of Metabolism with CC Score 3+
KC04B,Inborn Errors of Metabolism with CC Score 0-2
KC05G,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 5+"
KC05H,"Fluid or Electrolyte Disorders, with Interventions, with CC Score 0-4"
KC05J,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 10+"
KC05K,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 7-9"
KC05L,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 4-6"
KC05M,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 2-3"
KC05N,"Fluid or Electrolyte Disorders, without Interventions, with CC Score 0-1"
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non-Heart-Beating Donor"
LA01B,"Kidney Transplant, 18 years and under, from Cadaver Non-Heart-Beating Donor"
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor"
LA02B,"Kidney Transplant, 18 years and under, from Cadaver Heart-Beating Donor"
LA03A,"Kidney Transplant, 19 years and over, from Live Donor"
LA03B,"Kidney Transplant, 18 years and under, from Live Donor"
LA04H,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+"
LA04J,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11"
LA04K,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8"
LA04L,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5"
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2"
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+"
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12"
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1"
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+"
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10"
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5"
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+"
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11"
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7"
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3"
LA08G,"Chronic Kidney Disease with Interventions, with CC Score 6+"
LA08H,"Chronic Kidney Disease with Interventions, with CC Score 3-5"
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2"
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+"
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10"
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7"
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4"
LA08P,"Chronic Kidney Disease without Interventions, with CC Score 0-2"
LA09J,"General Renal Disorders with Interventions, with CC Score 6+"
LA09K,"General Renal Disorders with Interventions, with CC Score 3-5"
LA09L,"General Renal Disorders with Interventions, with CC Score 0-2"
LA09M,"General Renal Disorders without Interventions, with CC Score 9+"
LA09N,"General Renal Disorders without Interventions, with CC Score 6-8"
LA09P,"General Renal Disorders without Interventions, with CC Score 3-5"
LA09Q,"General Renal Disorders without Interventions, with CC Score 0-2"
LA10Z,Live Kidney Donor Screening
LA11Z,Kidney Pre-Transplantation Workup of Live Donor
LA12A,"Kidney Pre-Transplantation Workup of Recipient, 19 years and over"
LA12B,"Kidney Pre-Transplantation Workup of Recipient, 18 years and under"
LA13A,"Examination for Post-Transplantation of Kidney of Recipient, 19 years and over"
LA13B,"Examination for Post-Transplantation of Kidney of Recipient, 18 years and under"
LA14Z,Examination for Post-Transplantation of Kidney of Live Donor
LA97A,"Same Day Dialysis Admission or Attendance, 19 years and over"
LA97B,"Same Day Dialysis Admission or Attendance, 18 years and under"
LB06H,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 9+"
LB06J,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 6-8"
LB06K,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 4-5"
LB06L,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 2-3"
LB06M,"Kidney, Urinary Tract or Prostate Neoplasms, with Interventions, with CC Score 0-1"
LB06N,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 13+"
LB06P,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 7-12"
LB06Q,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 4-6"
LB06R,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 2-3"
LB06S,"Kidney, Urinary Tract or Prostate Neoplasms, without Interventions, with CC Score 0-1"
LB09C,"Intermediate Endoscopic Ureter Procedures, 18 years and under"
LB09D,"Intermediate Endoscopic Ureter Procedures, 19 years and over"
LB10B,"Major Open Bladder Procedures or Reconstruction, 18 years and under"
LB10C,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 2+"
LB10D,"Major Open Bladder Procedures or Reconstruction, 19 years and over, with CC Score 0-1"
LB12Z,Intermediate Open Bladder Procedures
LB13C,Major Endoscopic Bladder Procedures with CC Score 7+
LB13D,Major Endoscopic Bladder Procedures with CC Score 5-6
LB13E,Major Endoscopic Bladder Procedures with CC Score 2-4
LB13F,Major Endoscopic Bladder Procedures with CC Score 0-1
LB14Z,Intermediate Endoscopic Bladder Procedures
LB15D,"Minor Bladder Procedures, 18 years and under"
LB15E,"Minor Bladder Procedures, 19 years and over"
LB16D,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 7+"
LB16E,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 3-6"
LB16F,"Urinary Incontinence or Other Urinary Problems, with Interventions, with CC Score 0-2"
LB16G,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 8+"
LB16H,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 5-7"
LB16J,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 2-4"
LB16K,"Urinary Incontinence or Other Urinary Problems, without Interventions, with CC Score 0-1"
LB17Z,Introduction of Therapeutic Substance into Bladder
LB18Z,Attention to Suprapubic Bladder Catheter
LB19C,"Ureteric or Bladder Disorders, with Interventions, with CC Score 4+"
LB19D,"Ureteric or Bladder Disorders, with Interventions, with CC Score 0-3"
LB19E,"Ureteric or Bladder Disorders, without Interventions, with CC Score 5+"
LB19F,"Ureteric or Bladder Disorders, without Interventions, with CC Score 2-4"
LB19G,"Ureteric or Bladder Disorders, without Interventions, with CC Score 0-1"
LB20C,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 4+"
LB20D,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, with Interventions, with CC Score 0-3"
LB20E,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 7+"
LB20F,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 2-6"
LB20G,"Infection or Mechanical Problems Related to Genito-Urinary Prostheses, Implants or Grafts, without Interventions, with CC Score 0-1"
LB21A,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 2+"
LB21B,"Major Open, Prostate or Bladder Neck Procedures (Male), with CC Score 0-1"
LB22Z,"Major Laparoscopic, Prostate or Bladder Neck Procedures (Male)"
LB25D,Transurethral Prostate Resection Procedures with CC Score 6+
LB25E,Transurethral Prostate Resection Procedures with CC Score 3-5
LB25F,Transurethral Prostate Resection Procedures with CC Score 0-2
LB26A,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+"
LB26B,"Intermediate Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1"
LB28C,"Non-Malignant Prostate Disorders with Interventions, with CC Score 4+"
LB28D,"Non-Malignant Prostate Disorders with Interventions, with CC Score 0-3"
LB28E,"Non-Malignant Prostate Disorders without Interventions, with CC Score 6+"
LB28F,"Non-Malignant Prostate Disorders without Interventions, with CC Score 3-5"
LB28G,"Non-Malignant Prostate Disorders without Interventions, with CC Score 0-2"
LB29A,"Major Open Urethra Procedures, 19 years and over"
LB29C,"Major Open Urethra Procedures, between 2 and 18 years"
LB29D,"Major Open Urethra Procedures, 1 year and under"
LB33Z,Vasectomy Procedures
LB35C,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 2+"
LB35D,"Scrotum, Testis or Vas Deferens Disorders, with Interventions, with CC Score 0-1"
LB35E,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 6+"
LB35F,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 3-5"
LB35G,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 1-2"
LB35H,"Scrotum, Testis or Vas Deferens Disorders, without Interventions, with CC Score 0"
LB36Z,Extracorporeal Lithotripsy
LB37C,Miscellaneous Urinary Tract Findings with CC Score 5+
LB37D,Miscellaneous Urinary Tract Findings with CC Score 2-4
LB37E,Miscellaneous Urinary Tract Findings with CC Score 0-1
LB38C,"Unspecified Haematuria with Interventions, with CC Score 7+"
LB38D,"Unspecified Haematuria with Interventions, with CC Score 3-6"
LB38E,"Unspecified Haematuria with Interventions, with CC Score 0-2"
LB38F,"Unspecified Haematuria without Interventions, with CC Score 8+"
LB38G,"Unspecified Haematuria without Interventions, with CC Score 4-7"
LB38H,"Unspecified Haematuria without Interventions, with CC Score 0-3"
LB39C,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 3+"
LB39D,"Cystectomy with Urinary Diversion and Reconstruction, with CC Score 0-2"
LB40C,"Urinary Tract Stone Disease with Interventions, with CC Score 3+"
LB40D,"Urinary Tract Stone Disease with Interventions, with CC Score 0-2"
LB40E,"Urinary Tract Stone Disease without Interventions, with CC Score 6+"
LB40F,"Urinary Tract Stone Disease without Interventions, with CC Score 3-5"
LB40G,"Urinary Tract Stone Disease without Interventions, with CC Score 0-2"
LB42A,"Dynamic Studies of Urinary Tract, 19 years and over"
LB42D,"Dynamic Studies of Urinary Tract, 18 years and under"
LB43Z,Treatment of Erectile Dysfunction
LB46Z,Live Donation of Kidney
LB47Z,Major Open Penis Procedures
LB48Z,Intermediate Open Penis Procedures
LB50Z,Implantation of Artificial Urinary Sphincter (Male and Female)
LB51A,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 2+"
LB51B,"Vaginal Tape Operations for Urinary Incontinence, with CC Score 0-1"
LB52A,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 2+"
LB52B,"Major Open, Scrotum, Testis or Vas Deferens Procedures, with CC Score 0-1"
LB53B,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 18 years and under"
LB53C,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 1+"
LB53D,"Intermediate Open, Scrotum, Testis or Vas Deferens Procedures, 19 years and over, with CC Score 0"
LB54A,"Minor, Scrotum, Testis or Vas Deferens Procedures, 19 years and over"
LB54C,"Minor, Scrotum, Testis or Vas Deferens Procedures, between 2 and 18 years"
LB54D,"Minor, Scrotum, Testis or Vas Deferens Procedures, 1 year and under"
LB55A,"Minor or Intermediate, Urethra Procedures, 19 years and over"
LB55B,"Minor or Intermediate, Urethra Procedures, 18 years and under"
LB56A,"Minor Penis Procedures, 19 years and over"
LB56C,"Minor Penis Procedures, between 2 and 18 years"
LB56D,"Minor Penis Procedures, 1 year and under"
LB57C,Urethral Disorders with Interventions
LB57D,Urethral Disorders without Interventions
LB58C,Penile Disorders with Interventions
LB58D,Penile Disorders without Interventions
LB59Z,"Major, Open or Laparoscopic, Bladder Neck Procedures (Female)"
LB60C,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 7+"
LB60D,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 4-6"
LB60E,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 2-3"
LB60F,"Complex, Open or Laparoscopic, Kidney or Ureter Procedures, with CC Score 0-1"
LB61C,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 10+"
LB61D,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 7-9"
LB61E,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 4-6"
LB61F,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-3"
LB61G,"Major, Open or Percutaneous, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1"
LB62C,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3+"
LB62D,"Major Laparoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2"
LB63C,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 2+"
LB63D,"Major, Open or Laparoscopic, Kidney or Ureter Procedures, 18 years and under, with CC Score 0-1"
LB64C,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+"
LB64D,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 2-4"
LB64E,"Complex Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-1"
LB65C,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 5+"
LB65D,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 3-4"
LB65E,"Major Endoscopic, Kidney or Ureter Procedures, 19 years and over, with CC Score 0-2"
LB66Z,"Complex or Major, Endoscopic, Kidney or Ureter Procedures, 18 years and under"
LB67C,Complex Open Bladder Procedures with CC Score 3+
LB67D,Complex Open Bladder Procedures with CC Score 0-2
LB68A,Complex Endoscopic Bladder Procedures with CC Score 3+
LB68B,Complex Endoscopic Bladder Procedures with CC Score 0-2
LB69Z,"Major Robotic, Prostate or Bladder Neck Procedures (Male)"
LB70C,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 2+"
LB70D,"Complex Endoscopic, Prostate or Bladder Neck Procedures (Male and Female), with CC Score 0-1"
LB71Z,Total Pelvic Exenteration
LB72A,"Diagnostic Flexible Cystoscopy, 19 years and over"
LB72B,"Diagnostic Flexible Cystoscopy, 18 years and under"
LB73Z,Diagnostic Flexible Cystoscopy using Photodynamic Fluorescence
LB74Z,Implantation of Penile Prosthesis
LB75A,Percutaneous Nephrolithotomy with CC Score 2+
LB75B,Percutaneous Nephrolithotomy with CC Score 0-1
LB76Z,Transrectal Ultrasound Guided Biopsy of Prostate
LB77Z,Transperineal Template Biopsy of Prostate
LB78Z,Minor Prostate or Bladder Neck Procedures (Male)
LB79Z,Insertion of Neurostimulator for Treatment of Urinary Incontinence
LB80Z,Insertion of Neurostimulator Electrodes for Treatment of Urinary Incontinence
LB81Z,Complex Open Urethra Procedures
LD01A,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over"
LD01B,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under"
LD02A,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over"
LD02B,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under"
LD03A,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 19 years and over"
LD03B,"Hospital Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 18 years and under"
LD04A,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 19 years and over"
LD04B,"Hospital Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 18 years and under"
LD05A,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over"
LD05B,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under"
LD06A,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over"
LD06B,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under"
LD07A,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 19 years and over"
LD07B,"Satellite Haemodialysis or Filtration, with Access via Haemodialysis Catheter, with Blood-Borne Virus, 18 years and under"
LD08A,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 19 years and over"
LD08B,"Satellite Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, with Blood-Borne Virus, 18 years and under"
LD09A,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 19 years and over"
LD09B,"Home Haemodialysis or Filtration, with Access via Haemodialysis Catheter, 18 years and under"
LD10A,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 19 years and over"
LD10B,"Home Haemodialysis or Filtration, with Access via Arteriovenous Fistula or Graft, 18 years and under"
LD11A,"Continuous Ambulatory Peritoneal Dialysis, 19 years and over"
LD11B,"Continuous Ambulatory Peritoneal Dialysis, 18 years and under"
LD12A,"Automated Peritoneal Dialysis, 19 years and over"
LD12B,"Automated Peritoneal Dialysis, 18 years and under"
LD13A,"Assisted Automated Peritoneal Dialysis, 19 years and over"
LD13B,"Assisted Automated Peritoneal Dialysis, 18 years and under"
LE01A,"Haemodialysis for Acute Kidney Injury, 19 years and over"
LE01B,"Haemodialysis for Acute Kidney Injury, 18 years and under"
LE02A,"Peritoneal Dialysis for Acute Kidney Injury, 19 years and over"
LE02B,"Peritoneal Dialysis for Acute Kidney Injury, 18 years and under"
MA01Z,"Complex Open, Upper or Lower Genital Tract Procedures"
MA02A,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 4+"
MA02B,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 2-3"
MA02C,"Very Major Open, Upper or Lower Genital Tract Procedures, with CC Score 0-1"
MA03C,Major Open Lower Genital Tract Procedures with CC Score 3+
MA03D,Major Open Lower Genital Tract Procedures with CC Score 0-2
MA04C,Intermediate Open Lower Genital Tract Procedures with CC Score 3+
MA04D,Intermediate Open Lower Genital Tract Procedures with CC Score 0-2
MA06A,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 4+"
MA06B,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-3"
MA06C,"Major, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1"
MA07E,Major Open Upper Genital Tract Procedures with CC Score 5+
MA07F,Major Open Upper Genital Tract Procedures with CC Score 3-4
MA07G,Major Open Upper Genital Tract Procedures with CC Score 0-2
MA08A,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+"
MA08B,"Major, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1"
MA09A,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 2+"
MA09B,"Intermediate, Laparoscopic or Endoscopic, Upper Genital Tract Procedures, with CC Score 0-1"
MA10Z,"Minor, Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA11Z,Intermediate Open Upper Genital Tract Procedures
MA12Z,Resection or Ablation Procedures for Intrauterine Lesions
MA22Z,Minor Lower Genital Tract Procedures
MA23Z,Minimal Lower Genital Tract Procedures
MA24Z,Minor Upper Genital Tract Procedures
MA25Z,Minimal Upper Genital Tract Procedures
MA26A,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 5+"
MA26B,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 2-4"
MA26C,"Complex, Open or Laparoscopic, Upper or Lower Genital Tract Procedures for Malignancy, with CC Score 0-1"
MA27Z,"Minor, Upper or Lower Genital Tract Procedures for Malignancy"
MA28Z,"Complex, Laparoscopic or Endoscopic, Upper Genital Tract Procedures"
MA29Z,Major Female Pelvic Peritoneum Adhesion Procedures
MA30Z,Intermediate Female Pelvic Peritoneum Adhesion Procedures
MA31Z,Diagnostic Hysteroscopy
MA32Z,Diagnostic Hysteroscopy with Biopsy
MA33Z,Diagnostic Hysteroscopy with Biopsy and Implantation of Intrauterine Device
MA34Z,Diagnostic Hysteroscopy with Implantation of Intrauterine Device
MA35Z,Implantation of Intrauterine Device
MA36Z,Transvaginal Ultrasound
MA37Z,Transvaginal Ultrasound with Biopsy
MA38Z,Diagnostic Colposcopy
MA39Z,Diagnostic Colposcopy with Biopsy
MA40Z,Therapeutic Colposcopy
MA41Z,Transvaginal Ultrasound with Biopsy and Implantation of Intrauterine Device
MA42Z,Transvaginal Ultrasound with Implantation of Intrauterine Device
MA43Z,Transvaginal Ultrasound with Salpingography
MA44Z,Salpingography
MA45Z,Diagnostic Hysteroscopy with Transvaginal Ultrasound
MA46Z,"Diagnostic Hysteroscopy with Transvaginal Ultrasound, with Biopsy"
MA47Z,Diagnostic Hysteroscopy with Transvaginal Ultrasound and Implantation of Intrauterine Device
MA48Z,Medical Treatment of Ectopic Pregnancy
