hrg_code,hrg_description
GB01E,"Very Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3"
GB01F,"Very Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GB02D,"Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 4+"
GB02E,"Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-3"
GB02F,"Major Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GB03C,"Intermediate Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 8+"
GB03D,"Intermediate Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5-7"
GB03E,"Intermediate Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 2-4"
GB03F,"Intermediate Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-1"
GB04D,"Minor Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 19 years and over"
GB04E,"Minor Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, 18 years and under"
GB05F,"Major Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 5+"
GB05G,"Major Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 2-4"
GB05H,"Major Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 0-1"
GB06E,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 6+"
GB06F,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 4-5"
GB06G,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 2-3"
GB06H,"Intermediate Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 0-1"
GB07Z,Minor Diagnostic Endoscopic Retrograde Cholangiopancreatography
GB08C,"Complex Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 5+"
GB08D,"Complex Endoscopic or Percutaneous, Hepatobiliary or Pancreatic Procedures, with CC Score 0-4"
GB09D,"Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 5+"
GB09E,"Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 2-4"
GB09F,"Complex Therapeutic Endoscopic Retrograde Cholangiopancreatography, with CC Score 0-1"
GC01C,"Liver Failure Disorders, with Multiple Interventions"
GC01D,"Liver Failure Disorders, with Single Intervention"
GC01E,"Liver Failure Disorders, without Interventions, with CC Score 5+"
GC01F,"Liver Failure Disorders, without Interventions, with CC Score 0-4"
GC12C,"Malignant Hepatobiliary or Pancreatic Disorders, with Multiple Interventions"
GC12D,"Malignant Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 5+"
GC12E,"Malignant Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 2-4"
GC12F,"Malignant Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-1"
GC12G,"Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 6+"
GC12H,"Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 3-5"
GC12J,"Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 1-2"
GC12K,"Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0"
GC17A,"Non-Malignant Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 9+"
GC17B,"Non-Malignant Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 4-8"
GC17C,"Non-Malignant Hepatobiliary or Pancreatic Disorders, with Multiple Interventions, with CC Score 0-3"
GC17D,"Non-Malignant Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 9+"
GC17E,"Non-Malignant Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 4-8"
GC17F,"Non-Malignant Hepatobiliary or Pancreatic Disorders, with Single Intervention, with CC Score 0-3"
GC17G,"Non-Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 8+"
GC17H,"Non-Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 5-7"
GC17J,"Non-Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 2-4"
GC17K,"Non-Malignant Hepatobiliary or Pancreatic Disorders, without Interventions, with CC Score 0-1"
HA11A,"Major Hip Procedures for Trauma, Category 2, with Major CC"
HA11B,"Major Hip Procedures for Trauma, Category 2, with Intermediate CC"
HA11C,"Major Hip Procedures for Trauma, Category 2, without CC"
HA12B,"Major Hip Procedures for Trauma, Category 1, with CC"
HA12C,"Major Hip Procedures for Trauma, Category 1, without CC"
HA13A,"Intermediate Hip Procedures for Trauma, with Major CC"
HA13B,"Intermediate Hip Procedures for Trauma, with Intermediate CC"
HA13C,"Intermediate Hip Procedures for Trauma, without CC"
HA14A,"Minor Hip Procedures for Trauma, with Major CC"
HA14B,"Minor Hip Procedures for Trauma, with Intermediate CC"
HA14C,"Minor Hip Procedures for Trauma, without CC"
HA19Z,Minimal Hip Procedures for Trauma
HA21B,"Major Knee Procedures for Trauma, Category 2, with CC"
HA21C,"Major Knee Procedures for Trauma, Category 2, without CC"
HA22B,"Major Knee Procedures for Trauma, Category 1, with CC"
HA22C,"Major Knee Procedures for Trauma, Category 1, without CC"
HA23B,"Intermediate Knee Procedures for Trauma, Category 2, with CC"
HA23C,"Intermediate Knee Procedures for Trauma, Category 2, without CC"
HA24Z,"Intermediate Knee Procedures for Trauma, Category 1"
HA25B,"Minor Knee Procedures for Trauma, Category 2, with CC"
HA25C,"Minor Knee Procedures for Trauma, Category 2, without CC"
HA26B,"Minor Knee Procedures for Trauma, Category 1, with CC"
HA26C,"Minor Knee Procedures for Trauma, Category 1, without CC"
HA29Z,Minimal Knee Procedures for Trauma
HA31B,"Major Foot Procedures for Trauma, with CC"
HA31C,"Major Foot Procedures for Trauma, without CC"
HA32Z,"Intermediate Foot Procedures for Trauma, Category 2"
HA33Z,"Intermediate Foot Procedures for Trauma, Category 1"
HA34Z,"Minor Foot Procedures for Trauma, Category 2"
HA35Z,"Minor Foot Procedures for Trauma, Category 1"
HA39Z,Minimal Foot Procedures for Trauma
HA51Z,"Major Hand Procedures for Trauma, Category 2"
HA52Z,"Major Hand Procedures for Trauma, Category 1"
HA53Z,"Intermediate Hand Procedures for Trauma, Category 2"
HA54Z,"Intermediate Hand Procedures for Trauma, Category 1"
HA55Z,"Minor Hand Procedures for Trauma, Category 2"
HA56A,"Minor Hand Procedures for Trauma, Category 1, 19 years and over"
HA56B,"Minor Hand Procedures for Trauma, Category 1, 18 years and under"
HA59Z,Minimal Hand Procedures for Trauma
HA61B,"Major Shoulder and Upper Arm Procedures for Trauma, with CC"
HA61C,"Major Shoulder and Upper Arm Procedures for Trauma, without CC"
HA62Z,Intermediate Shoulder and Upper Arm Procedures for Trauma
HA63Z,Minor Shoulder and Upper Arm Procedures for Trauma
HA69Z,Minimal Shoulder and Upper Arm Procedures for Trauma
HA71B,"Major Elbow and Lower Arm Procedures for Trauma, with CC"
HA71C,"Major Elbow and Lower Arm Procedures for Trauma, without CC"
HA72Z,Intermediate Elbow and Lower Arm Procedures for Trauma
HA73B,"Minor Elbow and Lower Arm Procedures for Trauma, 18 years and under"
HA73C,"Minor Elbow and Lower Arm Procedures for Trauma, 19 years and over"
HA79Z,Minimal Elbow and Lower Arm Procedures for Trauma
HA81A,"Sprains, Strains or Minor Open Wounds, with Major CC"
HA81B,"Sprains, Strains or Minor Open Wounds, with Intermediate CC"
HA81C,"Sprains, Strains or Minor Open Wounds, without CC"
HA83A,Head Injury with Major CC
HA83B,Head Injury with Intermediate CC
HA83C,Head Injury without CC
HA91Z,Hip Trauma Diagnosis without Procedure
HA92Z,Knee Trauma Diagnosis without Procedure
HA93Z,Foot Trauma Diagnosis without Procedure
HA94Z,Arm Trauma Diagnosis without Procedure
HA95Z,Hand Trauma Diagnosis without Procedure
HA96Z,Multiple Trauma Diagnoses without Procedure
HA97Z,Other Trauma Diagnosis without Procedure
HA99Z,Other Procedures for Trauma
HB11A,"Major Hip Procedures for Non-Trauma, Category 2, with Major CC"
HB11B,"Major Hip Procedures for Non-Trauma, Category 2, with Intermediate CC"
HB11C,"Major Hip Procedures for Non-Trauma, Category 2, without CC"
HB12A,"Major Hip Procedures for Non-Trauma, Category 1, with Major CC"
HB12B,"Major Hip Procedures for Non-Trauma, Category 1, with Intermediate CC"
HB12C,"Major Hip Procedures for Non-Trauma, Category 1, without CC"
HB13Z,"Intermediate Hip Procedures for Non-Trauma, Category 2"
HB14B,"Intermediate Hip Procedures for Non-Trauma, Category 1, with CC"
HB14C,"Intermediate Hip Procedures for Non-Trauma, Category 1, without CC"
HB15D,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over with CC"
HB15E,"Minor Hip Procedures for Non-Trauma, Category 2, 19 years and over without CC"
HB15F,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under with CC"
HB15G,"Minor Hip Procedures for Non-Trauma, Category 2, 18 years and under without CC"
HB16B,"Minor Hip Procedures for Non-Trauma, Category 1, with CC"
HB16C,"Minor Hip Procedures for Non-Trauma, Category 1, without CC"
HB19Z,Minimal Hip Procedures for Non-Trauma
HB21A,"Major Knee Procedures for Non-Trauma, Category 2, with Major CC"
HB21B,"Major Knee Procedures for Non-Trauma, Category 2, with CC"
HB21C,"Major Knee Procedures for Non-Trauma, Category 2, without CC"
HB22B,"Major Knee Procedures for Non-Trauma, Category 1, with CC"
HB22C,"Major Knee Procedures for Non-Trauma, Category 1, without CC"
HB23B,"Intermediate Knee Procedures for Non-Trauma, with CC"
HB23C,"Intermediate Knee Procedures for Non-Trauma, without CC"
HB24B,"Minor Knee Procedures for Non-Trauma, Category 2, with CC"
HB24C,"Minor Knee Procedures for Non-Trauma, Category 2, without CC"
HB25D,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Major CC"
HB25E,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, with Intermediate CC"
HB25F,"Minor Knee Procedures for Non-Trauma, Category 1, 19 years and over, without CC"
HB25G,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Major CC"
HB25H,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, with Intermediate CC"
HB25J,"Minor Knee Procedures for Non-Trauma, Category 1, 18 years and under, without CC"
HB29Z,Minimal Knee Procedures for Non-Trauma
HB31Z,Major Foot Procedures for Non-Trauma
HB32A,"Intermediate Foot Procedures for Non-Trauma, Category 2, 19 years and over"
HB32B,"Intermediate Foot Procedures for Non-Trauma, Category 2, 18 years and under"
HB33D,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, with CC"
HB33E,"Intermediate Foot Procedures for Non-Trauma, Category 1, 19 years and over, without CC"
HB33F,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, with CC"
HB33G,"Intermediate Foot Procedures for Non-Trauma, Category 1, 18 years and under, without CC"
HB34D,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, with CC"
HB34E,"Minor Foot Procedures for Non-Trauma, Category 2, 19 years and over, without CC"
HB34F,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, with CC"
HB34G,"Minor Foot Procedures for Non-Trauma, Category 2, 18 years and under, without CC"
HB35B,"Minor Foot Procedures for Non-Trauma, Category 1, with CC"
HB35C,"Minor Foot Procedures for Non-Trauma, Category 1, without CC"
HB39Z,Minimal Foot Procedures for Non-Trauma
HB51Z,"Major Hand Procedures for Non-Trauma, Category 2"
HB52B,"Major Hand Procedures for Non-Trauma, Category 1, with CC"
HB52C,"Major Hand Procedures for Non-Trauma, Category 1, without CC"
HB53Z,"Intermediate Hand Procedures for Non-Trauma, Category 2"
HB54B,"Intermediate Hand Procedures for Non-Trauma, Category 1, with CC"
HB54C,"Intermediate Hand Procedures for Non-Trauma, Category 1, without CC"
HB55B,"Minor Hand Procedures for Non-Trauma, Category 2, with CC"
HB55C,"Minor Hand Procedures for Non-Trauma, Category 2, without CC"
HB56B,"Minor Hand Procedures for Non-Trauma, Category 1, with CC"
HB56C,"Minor Hand Procedures for Non-Trauma, Category 1, without CC"
HB59Z,Minimal Hand Procedures for Non-Trauma
HB61B,"Major Shoulder and Upper Arm Procedures for Non-Trauma, with CC"
HB61C,"Major Shoulder and Upper Arm Procedures for Non-Trauma, without CC"
HB62B,"Intermediate Shoulder and Upper Arm Procedures for Non-Trauma, with CC"
HB62C,"Intermediate Shoulder and Upper Arm Procedures for Non-Trauma, without CC"
HB63Z,Minor Shoulder and Upper Arm Procedures for Non-Trauma
HB69Z,Minimal Shoulder and Upper Arm Procedures for Non-Trauma
HB71B,"Major Elbow and Lower Arm Procedures for Non-Trauma, with CC"
HB71C,"Major Elbow and Lower Arm Procedures for Non-Trauma, without CC"
HB72Z,Intermediate Elbow and Lower Arm Procedures for Non-Trauma
HB73Z,Minor Elbow and Lower Arm Procedures for Non-Trauma
HB79Z,Minimal Elbow and Lower Arm Procedures for Non-Trauma
HB91Z,Other Non-Trauma Diagnosis without Procedure
HB99Z,Other Procedures for Non-Trauma
HC01A,Extradural Spine Major 2 with CC Score 5+
HC01B,Extradural Spine Major 2 with CC Score 2-4
HC01C,Extradural Spine Major 2 with CC Score 0-1
HC02D,Extradural Spine Major 1 with CC Score 5+
HC02E,Extradural Spine Major 1 with CC Score 2-4
HC02F,Extradural Spine Major 1 with CC Score 0-1
HC03D,Extradural Spine Intermediate 2 with CC Score 6+
HC03E,Extradural Spine Intermediate 2 with CC Score 3-5
HC03F,Extradural Spine Intermediate 2 with CC Score 0-2
HC04D,Extradural Spine Intermediate 1 with CC Score 5+
HC04E,Extradural Spine Intermediate 1 with CC Score 2-4
HC04F,Extradural Spine Intermediate 1 with CC Score 0-1
HC05D,Extradural Spine Minor 2 with CC Score 4+
HC05E,Extradural Spine Minor 2 with CC Score 2-3
HC05F,Extradural Spine Minor 2 with CC Score 0-1
HC06Z,Extradural Spine Minor 1
HC07A,Intradural Spine Major with CC Score 3+
HC07B,Intradural Spine Major with CC Score 0-2
HC10Z,Intradural Spine Intermediate
HC11Z,Intradural Spine Minor 2
HC12Z,Intradural Spine Minor 1
HC20D,"Vertebral Column Injury without Procedure, with CC Score 6+"
HC20E,"Vertebral Column Injury without Procedure, with CC Score 3-5"
HC20F,"Vertebral Column Injury without Procedure, with CC Score 1-2"
HC20G,"Vertebral Column Injury without Procedure, with CC Score 0"
HC21D,"Spinal Cord Injury without Procedure, with CC Score 2+"
HC21E,"Spinal Cord Injury without Procedure, with CC Score 0-1"
HC26D,"Scoliosis or Other Spinal Deformity, with CC Score 3+"
HC26E,"Scoliosis or Other Spinal Deformity, with CC Score 1-2"
HC26F,"Scoliosis or Other Spinal Deformity, with CC Score 0"
HC27D,Degenerative Spinal Conditions with CC Score 9+
HC27E,Degenerative Spinal Conditions with CC Score 6-8
HC27F,Degenerative Spinal Conditions with CC Score 3-5
HC27G,Degenerative Spinal Conditions with CC Score 0-2
HC28D,Spinal Cord Conditions with CC Score 7+
HC28E,Spinal Cord Conditions with CC Score 5-6
HC28F,Spinal Cord Conditions with CC Score 3-4
HC28G,Spinal Cord Conditions with CC Score 0-2
HC29A,Inflammatory Spinal Conditions with CC Score 2+
HC29B,Inflammatory Spinal Conditions with CC Score 0-1
HC30D,Spinal Tumours with CC Score 2+
HC30E,Spinal Tumours with CC Score 0-1
HC31D,Spinal Infection with CC Score 7+
HC31E,Spinal Infection with CC Score 4-6
HC31F,Spinal Infection with CC Score 1-3
HC31G,Spinal Infection with CC Score 0
HC32D,Low Back Pain with CC Score 6+
HC32E,Low Back Pain with CC Score 3-5
HC32F,Low Back Pain with CC Score 0-2
HC40A,Complex Spinal Reconstructive Surgery with CC Score 3+
HC40B,Complex Spinal Reconstructive Surgery with CC Score 0-2
HC41A,Major Spinal Reconstructive Surgery with CC Score 2+
HC41B,Major Spinal Reconstructive Surgery with CC Score 0-1
HC42Z,Intermediate Spinal Reconstructive Surgery
HC43Z,Minor Spinal Reconstructive Surgery
HD21D,Soft Tissue Disorders with CC Score 12+
HD21E,Soft Tissue Disorders with CC Score 9-11
HD21F,Soft Tissue Disorders with CC Score 6-8
HD21G,Soft Tissue Disorders with CC Score 3-5
HD21H,Soft Tissue Disorders with CC Score 0-2
HD23D,"Inflammatory Spine, Joint or Connective Tissue Disorders, with CC Score 12+"
HD23E,"Inflammatory Spine, Joint or Connective Tissue Disorders, with CC Score 9-11"
HD23F,"Inflammatory Spine, Joint or Connective Tissue Disorders, with CC Score 7-8"
HD23G,"Inflammatory Spine, Joint or Connective Tissue Disorders, with CC Score 5-6"
HD23H,"Inflammatory Spine, Joint or Connective Tissue Disorders, with CC Score 3-4"
HD23J,"Inflammatory Spine, Joint or Connective Tissue Disorders, with CC Score 0-2"
HD24D,"Non-Inflammatory Bone or Joint Disorders, with CC Score 12+"
HD24E,"Non-Inflammatory Bone or Joint Disorders, with CC Score 8-11"
HD24F,"Non-Inflammatory Bone or Joint Disorders, with CC Score 5-7"
HD24G,"Non-Inflammatory Bone or Joint Disorders, with CC Score 2-4"
HD24H,"Non-Inflammatory Bone or Joint Disorders, with CC Score 0-1"
HD25D,"Infections of Bones or Joints, with CC Score 13+"
HD25E,"Infections of Bones or Joints, with CC Score 9-12"
HD25F,"Infections of Bones or Joints, with CC Score 5-8"
HD25G,"Infections of Bones or Joints, with CC Score 2-4"
HD25H,"Infections of Bones or Joints, with CC Score 0-1"
HD26D,"Musculoskeletal Signs and Symptoms, with CC Score 12+"
HD26E,"Musculoskeletal Signs and Symptoms, with CC Score 8-11"
HD26F,"Musculoskeletal Signs and Symptoms, with CC Score 4-7"
HD26G,"Musculoskeletal Signs and Symptoms, with CC Score 0-3"
HD39D,Pathological Fractures with CC Score 11+
HD39E,Pathological Fractures with CC Score 8-10
HD39F,Pathological Fractures with CC Score 6-7
HD39G,Pathological Fractures with CC Score 3-5
HD39H,Pathological Fractures with CC Score 0-2
HD40D,"Malignancy of Bone or Connective Tissue, with CC Score 12+"
HD40E,"Malignancy of Bone or Connective Tissue, with CC Score 8-11"
HD40F,"Malignancy of Bone or Connective Tissue, with CC Score 5-7"
HD40G,"Malignancy of Bone or Connective Tissue, with CC Score 2-4"
HD40H,"Malignancy of Bone or Connective Tissue, with CC Score 0-1"
HR07A,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 22 or less"
HR07B,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 23-60"
HR07C,"Orthopaedic Reconstruction with Intervention Score 43 or less, with Diagnosis Score 61 or more"
HR08A,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 22 or less"
HR08B,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 23-60"
HR08C,"Orthopaedic Reconstruction with Intervention Score 44-65, with Diagnosis Score 61 or more"
HR09A,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 22 or less"
HR09B,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 23-60"
HR09C,"Orthopaedic Reconstruction with Intervention Score 66 or more, with Diagnosis Score 61 or more"
JA12D,"Malignant Breast Disorders with Interventions, with CC Score 7+"
JA12E,"Malignant Breast Disorders with Interventions, with CC Score 3-6"
JA12F,"Malignant Breast Disorders with Interventions, with CC Score 0-2"
JA12G,"Malignant Breast Disorders without Interventions, with CC Score 9+"
JA12H,"Malignant Breast Disorders without Interventions, with CC Score 6-8"
JA12J,"Malignant Breast Disorders without Interventions, with CC Score 4-5"
JA12K,"Malignant Breast Disorders without Interventions, with CC Score 2-3"
JA12L,"Malignant Breast Disorders without Interventions, with CC Score 0-1"
JA13A,"Non-Malignant Breast Disorders, with Interventions"
JA13B,"Non-Malignant Breast Disorders, without Interventions, with CC Score 4+"
JA13C,"Non-Malignant Breast Disorders, without Interventions, with CC Score 0-3"
JA14Z,Free Perforator Flap Breast Reconstruction
JA18Z,Unilateral Minor Breast Procedures
JA19Z,Bilateral Minor Breast Procedures
JA20D,Unilateral Major Breast Procedures with CC Score 6+
JA20E,Unilateral Major Breast Procedures with CC Score 3-5
JA20F,Unilateral Major Breast Procedures with CC Score 0-2
JA21A,Bilateral Major Breast Procedures with CC Score 1+
JA21B,Bilateral Major Breast Procedures with CC Score 0
JA24D,Unilateral Intermediate Breast Procedures with CC Score 6+
JA24E,Unilateral Intermediate Breast Procedures with CC Score 3-5
JA24F,Unilateral Intermediate Breast Procedures with CC Score 0-2
JA25Z,Bilateral Intermediate Breast Procedures
JA26A,"Major Breast Procedures with Lymph Node Surgery, with CC Score 5+"
JA26B,"Major Breast Procedures with Lymph Node Surgery, with CC Score 2-4"
JA26C,"Major Breast Procedures with Lymph Node Surgery, with CC Score 0-1"
JA27Z,Mastectomy with Simple Breast Reconstruction
JA28Z,Mastectomy with Complex Breast Reconstruction
JA30Z,Unilateral Pedicled Myocutaneous Breast Reconstruction with or without Insertion of Prosthesis
JA31Z,Bilateral Pedicled Myocutaneous Breast Reconstruction with or without Insertion of Prosthesis
JB30A,Major Burn (TBSA of 60% or more) with Skin Graft
JB30B,Major Burn (TBSA of 60% or more) with Other Skin Procedure
JB30C,Major Burn (TBSA of 60% or more) without Skin Procedure
JB31A,Intermediate Burn (TBSA of 20-59%) with Skin Graft
JB31B,Intermediate Burn (TBSA of 20-59%) with Other Skin Procedure
JB31C,Intermediate Burn (TBSA of 20-59%) without Skin Procedure
JB32A,Minor Burn (TBSA of less than 20%) with Skin Graft
JB32B,Minor Burn (TBSA of less than 20%) with Other Skin Procedure
JB32C,Minor Burn (TBSA of less than 20%) without Skin Procedure
JB33A,Other Burn with Skin Graft
JB33B,Other Burn with Other Skin Procedure
JB33C,Other Burn without Skin Procedure
JC40Z,Multiple Major Skin Procedures
JC41Z,Major Skin Procedures
JC42A,"Intermediate Skin Procedures, 13 years and over"
JC42B,"Intermediate Skin Procedures, 12 years and under"
JC43A,"Minor Skin Procedures, 13 years and over"
JC43B,"Minor Skin Procedures, 12 years and under"
JC44Z,Complex Patch Tests
JC45A,"Standard Patch Tests, 13 years and over"
JC45B,"Standard Patch Tests, 12 years and under"
JC46Z,Photodynamic Therapy
JC47A,"Phototherapy, 13 years and over"
JC47B,"Phototherapy, 12 years and under"
JD07A,"Skin Disorders with Interventions, with CC Score 12+"
JD07B,"Skin Disorders with Interventions, with CC Score 8-11"
JD07C,"Skin Disorders with Interventions, with CC Score 4-7"
JD07D,"Skin Disorders with Interventions, with CC Score 0-3"
JD07E,"Skin Disorders without Interventions, with CC Score 19+"
JD07F,"Skin Disorders without Interventions, with CC Score 14-18"
JD07G,"Skin Disorders without Interventions, with CC Score 10-13"
JD07H,"Skin Disorders without Interventions, with CC Score 6-9"
JD07J,"Skin Disorders without Interventions, with CC Score 2-5"
JD07K,"Skin Disorders without Interventions, with CC Score 0-1"
KA03C,Parathyroid Procedures with CC Score 2+
KA03D,Parathyroid Procedures with CC Score 0-1
KA04A,Adrenal Procedures with CC Score 2+
KA04B,Adrenal Procedures with CC Score 0-1
KA05C,Anterior Pituitary Disorders with CC Score 2+
KA05D,Anterior Pituitary Disorders with CC Score 0-1
KA06C,"Non-Pituitary Neoplasia and Hypoplasia, with CC Score 4+"
KA06D,"Non-Pituitary Neoplasia and Hypoplasia, with CC Score 2-3"
KA06E,"Non-Pituitary Neoplasia and Hypoplasia, with CC Score 0-1"
KA07A,"Non-Surgical Thyroid Disorders, with CC Score 4+"
KA07B,"Non-Surgical Thyroid Disorders, with CC Score 2-3"
KA07C,"Non-Surgical Thyroid Disorders, with CC Score 0-1"
KA08A,Other Endocrine Disorders with CC Score 4+
KA08B,Other Endocrine Disorders with CC Score 2-3
KA08C,Other Endocrine Disorders with CC Score 0-1
KA09C,Thyroid Procedures with CC Score 4+
KA09D,Thyroid Procedures with CC Score 2-3
KA09E,Thyroid Procedures with CC Score 0-1
KB01C,"Diabetes with Hypoglycaemic Disorders, with CC Score 8+"
KB01D,"Diabetes with Hypoglycaemic Disorders, with CC Score 5-7"
KB01E,"Diabetes with Hypoglycaemic Disorders, with CC Score 3-4"
KB01F,"Diabetes with Hypoglycaemic Disorders, with CC Score 0-2"
KB02G,"Diabetes with Hyperglycaemic Disorders, with CC Score 8+"
KB02H,"Diabetes with Hyperglycaemic Disorders, with CC Score 5-7"
KB02J,"Diabetes with Hyperglycaemic Disorders, with CC Score 2-4"
KB02K,"Diabetes with Hyperglycaemic Disorders, with CC Score 0-1"
KB03C,"Diabetes with Lower Limb Complications, with CC Score 9+"
KB03D,"Diabetes with Lower Limb Complications, with CC Score 5-8"
KB03E,"Diabetes with Lower Limb Complications, with CC Score 0-4"
KB04Z,Continuous Subcutaneous Insulin Infusion
KC04A,Inborn Errors of Metabolism with CC Score 3+
KC04B,Inborn Errors of Metabolism with CC Score 0-2
KC05G,"Fluid and Electrolyte Disorders, with Interventions, with CC Score 5+"
KC05H,"Fluid and Electrolyte Disorders, with Interventions, with CC Score 0-4"
KC05J,"Fluid and Electrolyte Disorders, without Interventions, with CC Score 10+"
KC05K,"Fluid and Electrolyte Disorders, without Interventions, with CC Score 7-9"
KC05L,"Fluid and Electrolyte Disorders, without Interventions, with CC Score 4-6"
KC05M,"Fluid and Electrolyte Disorders, without Interventions, with CC Score 2-3"
KC05N,"Fluid and Electrolyte Disorders, without Interventions, with CC Score 0-1"
LA01A,"Kidney Transplant, 19 years and over, from Cadaver Non Heart-Beating Donor"
LA01B,"Kidney Transplant, 18 years and under, from Cadaver Non Heart-Beating Donor"
LA02A,"Kidney Transplant, 19 years and over, from Cadaver Heart-Beating Donor"
LA02B,"Kidney Transplant, 18 years and under, from Cadaver Heart-Beating Donor"
LA03A,"Kidney Transplant, 19 years and over, from Live Donor"
LA03B,"Kidney Transplant, 18 years and under, from Live Donor"
LA04H,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 12+"
LA04J,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 9-11"
LA04K,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 6-8"
LA04L,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 3-5"
LA04M,"Kidney or Urinary Tract Infections, with Interventions, with CC Score 0-2"
LA04N,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 13+"
LA04P,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 8-12"
LA04Q,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 4-7"
LA04R,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 2-3"
LA04S,"Kidney or Urinary Tract Infections, without Interventions, with CC Score 0-1"
LA05Z,Renal Replacement Peritoneal Dialysis Associated Procedures
LA07H,"Acute Kidney Injury with Interventions, with CC Score 11+"
LA07J,"Acute Kidney Injury with Interventions, with CC Score 6-10"
LA07K,"Acute Kidney Injury with Interventions, with CC Score 0-5"
LA07L,"Acute Kidney Injury without Interventions, with CC Score 12+"
LA07M,"Acute Kidney Injury without Interventions, with CC Score 8-11"
LA07N,"Acute Kidney Injury without Interventions, with CC Score 4-7"
LA07P,"Acute Kidney Injury without Interventions, with CC Score 0-3"
LA08G,"Chronic Kidney Disease with Interventions, with CC Score 6+"
LA08H,"Chronic Kidney Disease with Interventions, with CC Score 3-5"
LA08J,"Chronic Kidney Disease with Interventions, with CC Score 0-2"
LA08K,"Chronic Kidney Disease without Interventions, with CC Score 11+"
LA08L,"Chronic Kidney Disease without Interventions, with CC Score 8-10"
LA08M,"Chronic Kidney Disease without Interventions, with CC Score 5-7"
LA08N,"Chronic Kidney Disease without Interventions, with CC Score 3-4"
