hrg_root,hrg_root_description
YF01,Radiological Insertion of Gastrostomy Tube
YF02,"Radiological Insertion of, Gastrojejunostomy or Jejunostomy Tube"
YF03,Percutaneous Multiple Drainage of Abdominal Abscess
YF04,Percutaneous Single Drainage of Abdominal Abscess
YG01,"Percutaneous Ablation of Lesion of, Liver or Pancreas"
YG02,"Percutaneous Insertion of Multiple Stents, into Hepatic or Bile Ducts"
YG03,"Percutaneous Insertion of Single Stent, into Hepatic or Bile Duct, with Drainage"
YG04,"Percutaneous Insertion of Single Metal Stent, into Hepatic or Bile Duct"
YG05,"Percutaneous Insertion of Single Other Stent, into Hepatic or Bile Duct"
YG06,Percutaneous Drainage of Hepatobiliary System
YG07,"Other Percutaneous Therapeutic, Hepatobiliary or Pancreatic Procedures"
YG10,Percutaneous Transvascular Biopsy of Lesion of Liver
YG11,Percutaneous Punch Biopsy of Lesion of Liver
YG12,"Other Percutaneous Diagnostic, Hepatobiliary or Pancreatic Procedures"
YH01,"Percutaneous Vertebroplasty of, Three or More Levels of Spine"
YH02,Percutaneous Vertebroplasty of Two Levels of Spine
YH03,Percutaneous Vertebroplasty of One Level of Spine
YH10,Image Guided Biopsy of Extradural Spinal Lesion
YH20,Percutaneous Ablation of Lesion of Bone
YH30,Image Guided Aspiration of Joint
YH31,Image Guided Biopsy of Lesion of Bone
YH32,"Image Guided Biopsy of, Lesion of Muscle or Connective Tissue"
YJ01,Bilateral Core Needle Biopsy of Lesions of Breasts
YJ02,Unilateral Core Needle Biopsy of Lesion of Breast
YJ03,Core Needle Biopsy of Lesion of Breast and Associated Lymph Nodes
YJ04,Core Needle Biopsy of Axillary Lymph Nodes
YJ05,Bilateral Fine Needle Aspiration of Lesions of Breasts
YJ06,Unilateral Fine Needle Aspiration of Lesion of Breast
YJ07,Fine Needle Aspiration of Lesion of Breast and Associated Lymph Nodes
YJ08,Fine Needle Aspiration Cytology of Axillary Lymph Nodes
YJ09,Vacuum Assisted Biopsy of Lesion of Breast
YJ10,Wire Guided Biopsy of Lesion of Breast
YJ11,"Drainage of Lesion of Breast, including Associated Lymph Nodes"
YJ12,"Insertion of, Wire or Marker, for Localisation of Breast Lesion"
YL01,Percutaneous Cryoablation of Lesion of Kidney
YL02,"Percutaneous, Microwave or Radiofrequency Ablation, of Lesion of Kidney"
YL10,"Bilateral or Multiple, Percutaneous Insertion of, Ureteric Stent or Nephrostomy"
YL11,"Unilateral, Percutaneous Insertion of, Ureteric Stent or Nephrostomy"
YL12,"Percutaneous, Attention to or Removal of, Ureteric Stent or Nephrostomy"
YL20,Percutaneous Needle Biopsy of Lesion of Kidney
YL21,Other Percutaneous Urinary Tract Procedures
YQ01,"Multiple or Revisional, Open Repair of, Abdominal or Thoracoabdominal Aortic Aneurysm"
YQ02,Open Repair of Thoracoabdominal Aortic Aneurysm
YQ03,Open Repair of Abdominal Aortic Aneurysm
YQ04,"Multiple Open Procedures, on Aorta or Abdominal Blood Vessels"
YQ05,"Single Open Procedure, on Aorta or Abdominal Blood Vessel"
YQ10,Multiple Open Procedures on Blood Vessels of Lower Limbs
YQ11,Single Open Procedure on Blood Vessel of Lower Limb with Imaging Intervention
YQ12,Single Open Procedure on Blood Vessel of Lower Limb
YQ13,Bypass to Tibial Arteries
YQ14,"Open Treatment of, Primary or Recurrent, Bilateral Varicose Veins"
YQ15,Open Treatment of Recurrent Unilateral Varicose Veins
YQ16,Open Treatment of Primary Unilateral Varicose Veins
YQ20,Amputation of Multiple Limbs
YQ21,Amputation of Single Limb with Other Blood Vessel Procedure
YQ22,Amputation of Single Limb
YQ23,"Multiple, Amputation Stump or Partial Foot Amputation Procedures, for Diabetes or Arterial Disease"
YQ24,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Other Open Blood Vessel Procedure"
YQ25,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease, with Imaging Intervention"
YQ26,"Single, Amputation Stump or Partial Foot Amputation Procedure, for Diabetes or Arterial Disease"
YQ30,"Multiple Open Procedures, on Carotid Artery or Blood Vessels of Upper Limbs"
YQ31,Single Open Procedure on Carotid Artery
YQ32,"Single Open Procedure, on Blood Vessel or Upper Limb"
YQ40,Sympathectomy
YQ41,"Open Operations, on Other or Unspecified Blood Vessels"
YQ42,"Open Arteriovenous Fistula, Graft or Shunt Procedures"
YQ50,Peripheral Vascular Disorders
YQ51,Deep Vein Thrombosis
YR01,"Complex Endovascular Repair of, Thoracic or Thoracoabdominal Aortic Aneurysm"
YR02,"Endovascular Repair of, Thoracic or Thoracoabdominal Aortic Aneurysm"
YR03,Complex Endovascular Repair of Abdominal Aortic Aneurysm
YR04,Endovascular Repair of Abdominal Aortic Aneurysm
YR10,Percutaneous Transluminal Angioplasty of Multiple Blood Vessels
YR11,Percutaneous Transluminal Angioplasty of Single Blood Vessel
YR12,Percutaneous Transluminal Angioplasty with Insertion of Stent Graft into Peripheral Blood Vessel
YR13,"Percutaneous Transluminal Angioplasty with Insertion of, Drug-Eluting, Coated or Embolic Protection Stent, into Peripheral Blood Vessel"
YR14,Percutaneous Transluminal Angioplasty with Insertion of Multiple Metal Stents into Peripheral Blood Vessels
YR15,Percutaneous Transluminal Angioplasty with Insertion of Single Metal Stent into Peripheral Blood Vessel
YR16,Transjugular Intrahepatic Creation of Portosystemic Shunt
YR22,Inferior Vena Cava Filter Procedures
YR23,"Percutaneous Transluminal, Embolectomy or Thrombolysis, of Blood Vessel"
YR24,Percutaneous Transluminal Other Procedures on Blood Vessel
YR25,Arteriography
YR26,Venography
YR30,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Bilateral Varicose Veins"
YR31,"Percutaneous Transluminal, Laser or Radiofrequency Ablation, of Unilateral Varicose Veins"
YR32,Sclerotherapy of Bilateral Varicose Veins
YR33,Sclerotherapy of Unilateral Varicose Veins
YR40,Insertion of Non-Tunnelled Central Venous Catheter
YR41,Insertion of Tunnelled Central Venous Catheter
YR42,Peripheral Insertion of Central Venous Catheter
YR43,Attention to Central Venous Catheter
YR44,Removal of Central Venous Catheter
YR45,Insertion of Subcutaneous Port
YR46,Attention to Subcutaneous Port
YR47,Removal of Subcutaneous Port
YR48,"Attention to Arteriovenous Fistula, Graft or Shunt"
YR50,"Percutaneous Transluminal Embolisation of, Single Giant or Three or more Other, Peripheral Aneurysms"
YR51,"Percutaneous Transluminal Embolisation of, Single Large or Two Other, Peripheral Aneurysms"
YR52,"Percutaneous Transluminal Embolisation of, Single Small or Medium, Peripheral Aneurysm"
YR53,Percutaneous Transluminal Embolisation of Peripheral Arteriovenous Malformation
YR54,Percutaneous Transluminal Embolisation of Peripheral Blood Vessel
YR55,Uterine Artery Embolisation
YR56,Varicocele Embolisation
YR57,"Percutaneous, Chemoembolisation or Radioembolisation, of Lesion of Liver"
